id,name,neighbourhood,latitude,longitude,host_id,host_name,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,ratings,bedrooms,beds,baths
46788128,Rental unit in Shinjuku City,Shinjuku Ku,35.702942,139.699417,145326080,Shunki,Entire home/apt,17286,1,23,0.74,42,4.78,1.0,1.0,1.0
47039548,Rental unit in Shinjuku City,Shinjuku Ku,35.68724,139.72289,377040281,Miho,Entire home/apt,23071,2,38,1.72,51,4.84,2.0,5.0,1.0
46801778,Rental unit in 渋谷区,Shibuya Ku,35.68219,139.67561,217140240,あずき,Entire home/apt,6691,2,32,1.33,309,4.38,1.0,2.0,1.0
47060131,Home in Sumida City,Sumida Ku,35.71027,139.80909,380381067,Kiko,Entire home/apt,45143,1,98,3.19,182,4.93,4.0,5.0,1.0
46823854,Hostel in Chiyoda City,Chiyoda Ku,35.69061,139.76583,202197609,Taishi,Private room,24800,1,4,0.47,179,2.75,10.0,10.0,2.0
47082272,Serviced apartment in Sumida City,Sumida Ku,35.70704,139.80794,380517627,Asakusa East,Entire home/apt,22671,1,21,0.75,156,4.95,1.0,2.0,1.0
46836471,Home in Shinjuku City,Shinjuku Ku,35.69756,139.70995,147014594,Eternal,Entire home/apt,67000,2,44,1.42,106,4.75,3.0,5.0,1.0
46845772,Rental unit in Taito City,Taito Ku,35.71797,139.78804,247796112,セイ,Entire home/apt,26154,1,10,0.36,54,4.4,4.0,5.0,1.0
47085945,Rental unit in Shibuya City,Shibuya Ku,35.6528,139.70704,333942571,Yuri,Entire home/apt,7771,2,21,0.75,151,4.62,1.0,1.0,1.0
47085991,Rental unit in Shibuya City,Shibuya Ku,35.65267,139.70757,333942571,Yuri,Entire home/apt,7771,2,21,0.7,154,4.67,1.0,1.0,1.0
47086047,Rental unit in Shibuya City,Shibuya Ku,35.65106,139.70752,333942571,Yuri,Entire home/apt,7905,2,23,0.78,138,4.57,1.0,1.0,1.0
47086128,Rental unit in Shibuya City,Shibuya Ku,35.65259,139.70725,333942571,Yuri,Entire home/apt,7802,2,23,0.79,160,4.52,1.0,1.0,1.0
47117220,Villa in Taito City,Arakawa Ku,35.728999721551965,139.79915793190818,50402863,Hironobu,Entire home/apt,19142,1,14,5.19,205,4.86,3.0,3.0,1.0
47130270,Rental unit in Sumida-City,Sumida Ku,35.70512,139.80526,380381067,Kiko,Entire home/apt,9143,1,118,3.92,68,4.82,1.0,1.0,1.0
47132141,Rental unit in Sumida-City,Sumida Ku,35.70633,139.80322,380381067,Kiko,Entire home/apt,9357,1,77,2.69,72,4.9,1.0,1.0,1.0
46866803,Rental unit in Sumida City,Sumida Ku,35.7029,139.81176,214640453,Hanako,Entire home/apt,7496,2,25,1.13,153,4.52,1.0,1.0,1.0
46868874,Rental unit in Taito City,Taito Ku,35.7162,139.78623,247796112,セイ,Entire home/apt,27471,1,5,0.18,141,4.0,3.0,5.0,1.0
47141551,Rental unit in Katsushika City,Katsushika Ku,35.7645,139.84792,283659065,Hiroshi,Entire home/apt,15657,1,46,1.57,99,4.72,3.0,6.0,1.0
46881544,Rental unit in Shibuya City,Shibuya Ku,35.66471,139.6937,218179056,Mary,Entire home/apt,25357,3,41,1.34,66,4.41,1.0,2.0,1.0
47151937,Rental unit in Shinjuku City,Shinjuku Ku,35.69516,139.70557,68616951,Yang,Entire home/apt,52029,2,39,1.29,61,4.95,2.0,4.0,1.0
46928800,Rental unit in Itabashi City,Itabashi Ku,35.76454,139.67587,73463626,Feng,Entire home/apt,10679,1,14,0.99,178,4.43,1.0,2.0,1.0
47164906,Boutique hotel in Minato City,Minato Ku,35.65697,139.73312,342360419,The Lively Azabujuban Tokyo,Private room,32714,1,3,0.14,179,5.0,1.0,1.0,1.0
47457761,Rental unit in Shinagawa City,Shinagawa Ku,35.6013,139.72234,337838521,Seiko,Entire home/apt,9277,2,12,0.46,310,4.58,2.0,2.0,1.0
47184722,Home in Toshima City,Toshima Ku,35.73465,139.6967,381127623,Point,Entire home/apt,34153,2,11,0.36,145,4.55,3.0,2.0,2.0
47480894,Serviced apartment in Sumida City,Sumida Ku,35.712627,139.814728,274146505,Kusakabe,Entire home/apt,16800,1,21,1.14,65,4.86,2.0,1.0,1.0
47187658,Rental unit in Shinjuku City,Shinjuku Ku,35.69848,139.69671,214015771,John,Entire home/apt,19000,2,22,0.75,97,4.36,1.0,1.0,1.0
47501919,Rental unit in Sumida City,Sumida Ku,35.71152,139.8151,274146505,Kusakabe,Entire home/apt,14600,1,15,0.64,64,4.0,1.0,1.0,1.0
47521018,Serviced apartment in Sumida City,Sumida Ku,35.71358,139.81534,274146505,Kusakabe,Entire home/apt,15423,1,40,1.52,72,4.78,1.0,2.0,1.0
47521488,Serviced apartment in Sumida City,Sumida Ku,35.71168,139.81413,274146505,Kusakabe,Entire home/apt,18371,1,43,1.95,39,4.88,2.0,2.0,1.0
47522825,Rental unit in Nakano City,Nakano Ku,35.68857955932617,139.66867065429688,52075941,Hikari,Entire home/apt,25143,1,16,1.92,260,4.25,1.0,3.0,1.0
47259227,Home in Shinagawa City,Shinagawa Ku,35.60265,139.71438,381629468,Aki,Entire home/apt,30143,5,23,0.77,290,4.7,2.0,5.0,1.0
47259340,Home in Shinagawa City,Shinagawa Ku,35.60226,139.71595,381629468,Aki,Entire home/apt,34786,5,24,0.8,287,4.71,3.0,7.0,3.0
47539910,Condo in Taito City,Taito Ku,35.72160720825195,139.7811279296875,145520882,Eric,Entire home/apt,15286,2,19,0.76,271,4.68,1.0,3.0,1.0
47297517,Home in Chiyoda City,Chiyoda Ku,35.69016,139.76434,163663546,紅子,Private room,18000,1,34,1.12,171,4.85,2.0,4.0,1.0
47297674,Home in Shibuya City,Shibuya Ku,35.67598,139.66632,381937173,Rakuna,Entire home/apt,60000,2,120,4.33,90,4.78,3.0,6.0,1.0
47300376,Home in Chiyoda City,Chiyoda Ku,35.69065,139.76484,163663546,紅子,Private room,18000,1,17,3.07,91,4.94,2.0,4.0,1.0
47300536,Rental unit in Bunkyo City,Bunkyo Ku,35.72578,139.76197,73463626,Feng,Entire home/apt,30643,1,11,0.42,177,4.36,2.0,3.0,1.0
47541030,Rental unit in Minato City,Minato Ku,35.6686,139.7383,276966400,Mutsuka,Entire home/apt,11159,2,44,1.5,321,4.5,1.0,2.0,1.0
47301790,Rental unit in Bunkyo City,Bunkyo Ku,35.72398,139.76104,73463626,Feng,Entire home/apt,25286,1,16,0.69,183,4.19,1.0,2.0,1.0
47301901,Rental unit in Bunkyo City,Bunkyo Ku,35.72395,139.76164,73463626,Feng,Entire home/apt,26214,1,10,0.54,184,4.4,1.0,2.0,1.0
47541081,Rental unit in Minato City,Minato Ku,35.66883,139.73821,276966400,Mutsuka,Entire home/apt,14244,2,25,0.85,329,4.6,1.0,2.0,1.0
47301964,Rental unit in Bunkyo City,Bunkyo Ku,35.72607,139.76086,73463626,Feng,Entire home/apt,26214,1,11,0.36,180,4.36,1.0,2.0,1.0
47573666,Villa in Taito City,Taito Ku,35.7188,139.79408,377696793,堀,Entire home/apt,67620,4,12,1.89,215,5.0,5.0,6.0,3.0
47302032,Rental unit in Bunkyo City,Bunkyo Ku,35.72462,139.76251,73463626,Feng,Entire home/apt,28143,1,3,0.4,189,2.0,1.0,1.0,1.0
47302095,Rental unit in Bunkyo City,Bunkyo Ku,35.72573,139.76208,73463626,Feng,Entire home/apt,21714,1,8,0.71,130,4.5,1.0,1.0,1.0
47707528,Rental unit in Chuo City,Chuo Ku,35.67275,139.77431,346868077,Hiz,Entire home/apt,32714,1,26,1.29,179,4.65,1.0,3.0,1.0
47725678,Rental unit in Shinjuku City,Shinjuku Ku,35.702942,139.699417,145326080,Shunki,Entire home/apt,19714,1,11,3.47,39,5.0,1.0,2.0,1.0
47733236,Home in Kita-ku,Kita Ku,35.75028548098601,139.73878251936654,384575537,千裕,Private room,12786,1,8,1.24,364,5.0,1.0,2.0,1.0
47319422,Rental unit in Taito City,Taito Ku,35.71013,139.78174,321180412,Ostay-Yamato,Entire home/apt,23929,1,88,2.98,303,4.81,1.0,3.0,1.0
47749921,Rental unit in Suginami City,Suginami Ku,35.72335,139.62314,243214612,大輔,Entire home/apt,5714,30,3,0.58,3,4.67,1.0,1.0,1.0
47319998,Rental unit in Nakano City,Nakano Ku,35.71254,139.65445,47428620,Pati,Entire home/apt,15357,2,30,1.73,102,4.87,1.0,4.0,1.0
47818580,Rental unit in Nakano City,Nakano Ku,35.68658447265625,139.67562866210938,350421629,Toshiyuki,Entire home/apt,11891,3,18,0.7,61,4.89,1.0,2.0,1.0
47397153,Rental unit in shinagawa-ku,Shinagawa Ku,35.63262,139.71542,70213380,Tomohiro,Entire home/apt,57714,1,56,1.9,263,4.96,2.0,4.0,1.0
47850127,Rental unit in Katsushika City,Katsushika Ku,35.73816,139.84708,382078501,Kiki1,Entire home/apt,7743,1,10,0.55,64,4.6,1.0,4.0,1.0
47853715,Rental unit in Taito City,Taito Ku,35.70867,139.78741,21504159,Michi,Entire home/apt,9543,2,13,2.05,54,4.54,1.0,3.0,1.0
47892050,Rental unit in Toshima City,Toshima Ku,35.72995,139.72296,377040889,Hina & Sato,Entire home/apt,35714,2,135,4.84,91,4.76,4.0,11.0,2.0
47892708,Rental unit in Suginami City,Suginami Ku,35.7036,139.61363,76478703,Nana &Sato,Entire home/apt,37857,3,57,2.11,95,4.56,4.0,6.0,2.0
47895050,Rental unit in Shibuya City,Shibuya Ku,35.65838,139.69909,29569793,Livmo Inc.,Entire home/apt,16000,1,10,0.37,32,4.4,1.0,1.0,1.0
47896309,Rental unit in Shibuya City,Shibuya Ku,35.64634,139.72093,230127032,Ruka,Entire home/apt,8172,2,24,0.84,347,4.13,1.0,1.0,1.0
48124004,Villa in Kita City,Kita Ku,35.74443,139.75021,387713778,Fang,Entire home/apt,41429,3,28,0.98,145,4.68,3.0,3.0,2.0
47913628,Rental unit in Toshima City,Toshima Ku,35.7414,139.71208,242621168,H2O Stay,Entire home/apt,13614,1,76,2.69,168,4.71,1.0,2.0,1.0
48127305,Rental unit in Minato City,Minato Ku,35.6533,139.7466,388123518,琴,Entire home/apt,12009,2,42,1.51,306,4.62,1.0,2.0,1.0
47917504,Condo in Toshima City,Toshima Ku,35.72986,139.72325,231273877,青梅,Entire home/apt,18000,7,8,0.29,43,3.75,2.0,3.0,1.0
48142320,Rental unit in Minato City,Minato Ku,35.6532,139.74513,388123518,琴,Entire home/apt,9277,2,31,1.12,337,4.55,1.0,1.0,1.0
48142364,Rental unit in Minato City,Minato Ku,35.65304,139.74727,388123518,琴,Entire home/apt,9277,2,35,1.25,318,4.63,1.0,2.0,1.0
47931836,Rental unit in Shinjuku City,Bunkyo Ku,35.70849,139.73253,312861486,櫻子,Entire home/apt,6581,2,12,0.43,310,4.92,1.0,1.0,1.0
47931912,Rental unit in Shinjuku City,Bunkyo Ku,35.70842,139.7323,312861486,櫻子,Entire home/apt,6533,2,14,0.5,305,4.57,1.0,1.0,1.0
48175367,Home in Ota City,Ota Ku,35.54839,139.74707,247326938,Pqd,Entire home/apt,35714,1,54,1.91,115,4.44,3.0,5.0,1.0
47931971,Rental unit in Shinjuku City,Shinjuku Ku,35.7069,139.73448,312861486,櫻子,Entire home/apt,6581,2,10,0.35,301,4.8,1.0,1.0,1.0
48190156,Rental unit in Setagaya City,Setagaya Ku,35.64918,139.68209,211851828,Paul,Entire home/apt,48130,1,33,1.23,165,4.88,2.0,2.0,1.0
48190215,Rental unit in Setagaya City,Setagaya Ku,35.65039,139.6804,211851828,Paul,Entire home/apt,18947,1,27,1.02,159,4.59,1.0,1.0,1.0
47934760,Home in Taito City,Taito Ku,35.72285,139.79065,231273877,青梅,Entire home/apt,14000,2,13,0.45,22,4.08,1.0,2.0,1.0
48191294,Rental unit in Setagaya City,Setagaya Ku,35.65084,139.68073,211851828,Paul,Entire home/apt,32416,1,52,1.82,147,4.92,1.0,1.0,1.0
47934830,Home in Taito City,Taito Ku,35.72216,139.78868,231273877,青梅,Entire home/apt,17143,2,11,1.53,127,4.45,1.0,4.0,1.0
47942437,Rental unit in Toshima City,Kita Ku,35.744850158691406,139.7286834716797,290344657,Toshi,Entire home/apt,9857,1,17,2.74,106,4.71,1.0,1.0,1.0
48202616,Villa in Kita City,Kita Ku,35.78215,139.72549,163570555,東京一哥,Entire home/apt,21943,2,5,0.9,161,4.6,4.0,5.0,3.0
47950409,Rental unit in Toshima City,Kita Ku,35.74485,139.72868,290344657,Toshi,Entire home/apt,12929,1,22,1.89,88,4.5,1.0,3.0,1.0
47956333,Rental unit in Toshima City,Kita Ku,35.744850158691406,139.7286834716797,290344657,Toshi,Entire home/apt,12714,1,29,3.32,71,4.79,1.0,1.0,1.0
48203850,Home in Shinjuku City,Shinjuku Ku,35.71006,139.71121,76275071,Yasu,Entire home/apt,12800,2,58,2.13,8,4.64,4.0,4.0,1.0
47958318,Rental unit in Sumida City,Sumida Ku,35.70993,139.81431,62035844,Goodsite In Oshiage,Entire home/apt,15429,2,67,2.82,97,4.78,1.0,2.0,1.0
48216809,Serviced apartment in Taito City,Taito Ku,35.702244,139.777237,348028938,Key Hotel,Entire home/apt,18971,1,3,0.11,168,4.67,1.0,1.0,1.0
47959166,Rental unit in Sumida City,Sumida Ku,35.71045,139.81292,62035844,Goodsite In Oshiage,Entire home/apt,23286,2,95,3.31,81,4.92,1.0,3.0,1.0
48217126,Hotel in Katsushika City,Katsushika Ku,35.74323725974073,139.85624772541792,389034152,善穂,Private room,11250,1,3,0.12,147,5.0,1.0,2.0,1.0
47959929,Serviced apartment in Toshima City,Kita Ku,35.74485,139.728683,290344657,Toshi,Entire home/apt,13429,1,34,1.22,68,4.65,1.0,2.0,1.0
48232633,Serviced apartment in Sumida City,Sumida Ku,35.70541,139.80809,380517627,Asakusa East,Entire home/apt,22671,1,7,0.34,131,4.86,1.0,2.0,1.0
47960090,Rental unit in Toshima City,Kita Ku,35.74485,139.72868,290344657,Toshi,Entire home/apt,9071,1,39,2.62,78,4.74,1.0,1.0,1.0
48232877,Serviced apartment in Sumida City,Sumida Ku,35.70709,139.80662,380517627,Asakusa East,Entire home/apt,22671,1,8,0.44,156,5.0,1.0,2.0,1.0
47987034,Rental unit in Shibuya City,Shibuya Ku,35.64685,139.72132,230127032,Ruka,Entire home/apt,8245,2,27,0.97,306,4.78,1.0,1.0,1.0
48233469,Hotel in Katsushika City,Katsushika Ku,35.743738566947194,139.85532885082597,389034152,善穂,Private room,11657,1,3,0.87,140,5.0,1.0,3.0,1.0
48233936,Hotel in Katsushika City,Katsushika Ku,35.742596467934916,139.85654883732462,389034152,善穂,Private room,10213,1,4,0.32,157,4.75,1.0,2.0,1.0
48234307,Hotel in Katsushika City,Katsushika Ku,35.743103134549344,139.8560115190626,389034152,善穂,Private room,13914,1,3,0.13,131,5.0,1.0,4.0,1.0
48234792,Hotel in Katsushika City,Katsushika Ku,35.74377157564632,139.85533600500546,389034152,善穂,Private room,19140,1,13,0.5,154,4.92,1.0,2.0,1.0
48018274,Home in Shinjuku City,Shinjuku Ku,35.68932,139.68748,342971176,Yume,Entire home/apt,20657,1,54,1.97,103,4.72,2.0,5.0,2.0
48034093,Rental unit in Taito City,Taito Ku,35.71742,139.79872,278346412,Hiroki,Entire home/apt,10143,1,30,1.04,85,4.7,1.0,1.0,1.0
48245895,Rental unit in Shinjuku City,Shinjuku Ku,35.69465445412938,139.6906141248939,49474412,Dong,Entire home/apt,16343,2,30,1.5,99,4.8,1.0,1.0,1.0
48245971,Rental unit in Shinjuku City,Shinjuku Ku,35.69625,139.68995,49474412,Dong,Entire home/apt,14143,2,4,0.92,68,5.0,1.0,2.0,1.0
48245973,Rental unit in Nakano City,Nakano Ku,35.6994,139.66942,49474412,Dong,Entire home/apt,13800,10,9,0.91,94,4.56,1.0,1.0,1.0
48063321,Rental unit in Shinjuku City,Shinjuku Ku,35.69983,139.70347,206357380,Miki,Entire home/apt,11143,1,22,0.77,119,4.64,1.0,1.0,1.0
48063360,Rental unit in Shinjuku City,Shinjuku Ku,35.69999,139.70526,206357380,Miki,Entire home/apt,11714,2,6,0.39,102,3.33,1.0,2.0,1.0
48063406,Rental unit in Shinjuku City,Shinjuku Ku,35.69833,139.70506,206357380,Miki,Entire home/apt,10000,2,47,1.74,82,4.3,1.0,2.0,1.0
48073063,Condo in Sumida City,Sumida Ku,35.69032,139.80042,387598924,Laffitte Ryogoku,Entire home/apt,19229,1,13,1.22,126,4.54,1.0,1.0,1.0
48089963,Rental unit in Sumida City,Sumida Ku,35.70265,139.81174,214640453,Hanako,Entire home/apt,7900,2,14,0.52,150,4.71,1.0,1.0,1.0
48286921,Rental unit in Shinagawa City,Shinagawa Ku,35.63448,139.71563,231246601,Commu,Entire home/apt,47134,1,89,3.16,165,4.75,2.0,4.0,1.0
48098748,Serviced apartment in Sumida City,Sumida Ku,35.70688,139.80799,380517627,Asakusa East,Entire home/apt,22671,1,27,1.25,120,4.81,1.0,2.0,1.0
48290821,Condo in Adachi City,Adachi Ku,35.74634,139.79141,210478015,Teresa,Entire home/apt,22000,2,11,0.48,333,4.18,2.0,3.0,1.0
48303223,Serviced apartment in Taito City,Taito Ku,35.702244,139.777237,348028938,Key Hotel,Entire home/apt,15743,1,3,0.11,150,4.67,1.0,2.0,1.0
48098865,Serviced apartment in Sumida City,Sumida Ku,35.70526,139.80758,380517627,Asakusa East,Entire home/apt,22671,1,22,0.84,156,4.86,1.0,2.0,1.0
48305393,Rental unit in Shinjuku City,Shinjuku Ku,35.70379,139.69557,229308728,Henna,Private room,8786,1,7,1.02,73,4.29,1.0,1.0,1.0
48305996,Rental unit in Shinjuku City,Shinjuku Ku,35.70419,139.6975,229308728,Henna,Private room,8714,1,9,1.26,86,4.11,1.0,1.0,1.0
48316946,Home in Edogawa City,Edogawa Ku,35.74247,139.88319,435389881,R,Entire home/apt,22300,2,55,1.97,183,4.75,4.0,5.0,1.0
48320052,Home in Edogawa City,Edogawa Ku,35.69383,139.89996,435389881,R,Entire home/apt,19714,1,31,1.21,223,4.81,4.0,7.0,2.0
48336875,Rental unit in Shinjuku City,Shinjuku Ku,35.70349,139.698,43826309,Momo,Entire home/apt,48000,2,6,0.26,58,4.5,4.0,5.0,2.0
48111293,Rental unit in Shinjuku City,Shinjuku Ku,35.7001,139.69567,307068304,Senta,Entire home/apt,21000,3,26,0.94,124,4.85,1.0,2.0,1.0
48340449,Rental unit in Shinjuku City,Shinjuku Ku,35.702824,139.699402,145326080,Shunki,Entire home/apt,20143,1,16,0.57,47,4.94,1.0,2.0,1.0
48364537,Rental unit in Taito City,Taito Ku,35.721607,139.781128,145520882,Eric,Entire home/apt,14429,2,9,0.33,289,4.22,1.0,2.0,1.0
48111813,Rental unit in Sumida City,Sumida Ku,35.71009,139.81388,62035844,Goodsite In Oshiage,Entire home/apt,19000,2,86,3.26,75,4.86,1.0,2.0,1.0
48426563,Rental unit in Sumida City,Sumida Ku,35.71019,139.81247,62035844,Goodsite In Oshiage,Entire home/apt,19000,2,165,5.91,41,4.89,1.0,3.0,1.0
48426725,Rental unit in Sumida City,Sumida Ku,35.70985,139.8123,62035844,Goodsite In Oshiage,Entire home/apt,25000,2,134,4.87,90,4.73,1.0,2.0,1.0
48596594,Hotel in Minato City,Minato Ku,35.66355,139.7583,340430395,Unito,Private room,10807,1,175,8.63,86,4.46,1.0,1.0,1.0
48478981,Condo in Sumida City,Sumida Ku,35.69021,139.80231,387598924,Laffitte Ryogoku,Entire home/apt,18814,1,12,0.5,126,4.5,1.0,1.0,1.0
48514827,Rental unit in Shinjuku City,Shinjuku Ku,35.69403,139.69278,98770436,Tom,Entire home/apt,22663,1,40,2.05,48,4.95,1.0,1.0,1.0
48613821,Rental unit in Suginami City,Suginami Ku,35.686292184572004,139.61568371534423,392184197,誠,Entire home/apt,18571,1,34,3.66,120,4.88,1.0,5.0,1.0
48515149,Rental unit in Shinjuku City,Shinjuku Ku,35.694897,139.693237,98770436,Tom,Entire home/apt,17484,1,29,1.58,63,4.69,1.0,1.0,1.0
48519936,Condo in Sumida City,Sumida Ku,35.69185,139.80236,387598924,Laffitte Ryogoku,Entire home/apt,22429,1,29,1.11,112,4.79,1.0,1.0,1.0
48520035,Condo in Sumida City,Sumida Ku,35.68998,139.80189,387598924,Laffitte Ryogoku,Entire home/apt,23043,1,17,0.72,115,4.88,1.0,1.0,1.0
48645471,Rental unit in Shinjuku City,Shinjuku Ku,35.69589,139.69731,240968897,Kanako,Entire home/apt,20571,2,31,1.12,277,4.97,1.0,1.0,1.0
48648324,Serviced apartment in Taito City,Taito Ku,35.702244,139.777237,348028938,Key Hotel,Entire home/apt,13800,1,4,0.15,150,4.0,1.0,2.0,1.0
48681380,Home in Taito City,Taito Ku,35.71548,139.7872,375893947,Sawa,Private room,19757,1,12,0.43,55,3.92,2.0,10.0,1.0
48533632,Home in Taito City,Taito Ku,35.70631,139.77449,305354548,Tomoyuki,Entire home/apt,31000,1,33,1.19,6,4.03,1.0,3.0,1.0
48682577,Rental unit in Shibuya City,Shibuya Ku,35.64628,139.72151,230127032,Ruka,Entire home/apt,8172,2,43,1.76,315,4.88,1.0,1.0,1.0
48535663,Condo in Shinjuku City,Shinjuku Ku,35.70201110839844,139.7080535888672,91235096,Kayo,Entire home/apt,71813,1,18,0.77,35,4.94,4.0,6.0,1.0
48551660,Home in Taito City,Taito Ku,35.70781,139.79067,183877565,UI Home Company,Entire home/apt,34765,2,38,1.54,112,4.5,3.0,8.0,3.0
48726000,Aparthotel in Chuo City,Chuo Ku,35.670562744140625,139.7762451171875,391746763,GATE STAY Premium 銀座新富町,Entire home/apt,48086,1,47,1.82,268,4.91,1.0,2.0,1.0
48552315,Aparthotel in Chuo City,Chuo Ku,35.670562744140625,139.7762451171875,391746763,GATE STAY Premium 銀座新富町,Entire home/apt,51386,1,16,0.61,276,4.94,1.0,2.0,1.0
48740042,Rental unit in Setagaya-ku,Setagaya Ku,35.6627197265625,139.6659698486328,154517762,Mary,Entire home/apt,12500,1,114,4.41,159,4.89,1.0,2.0,1.0
48554141,Rental unit in Shinjuku City,Shinjuku Ku,35.686567,139.723247,376901970,Mumu&Sato,Entire home/apt,23943,2,29,1.13,42,4.79,2.0,5.0,2.0
48774843,Home in Nakano City,Nakano Ku,35.71301,139.67345,393481478,Naomi,Entire home/apt,30000,1,45,1.72,107,4.89,3.0,3.0,1.0
48774971,Hotel in Taito City,Taito Ku,35.71303,139.77838,68775568,サットンプレイスホテル,Private room,16143,1,37,1.46,268,4.51,1.0,1.0,1.0
48776887,Hotel in Taito City,Taito Ku,35.71441,139.77819,68775568,サットンプレイスホテル,Private room,15143,1,13,0.87,198,4.69,1.0,1.0,1.0
48777670,Hotel in Taito City,Taito Ku,35.71312,139.77942,68775568,サットンプレイスホテル,Private room,26214,1,16,0.62,183,4.81,1.0,4.0,1.0
48799319,Boutique hotel in Chuo City,Chuo Ku,35.6704,139.77657,40200307,Hotel Vintage,Private room,21714,1,33,1.24,27,4.73,1.0,2.0,1.0
49101320,Rental unit in Toshima City,Toshima Ku,35.7296,139.73463,197405131,春樹,Entire home/apt,15029,1,7,1.15,86,4.57,1.0,1.0,1.0
49101667,Rental unit in Toshima City,Toshima Ku,35.73048,139.73452,197405131,春樹,Entire home/apt,17531,1,7,0.91,86,4.86,1.0,1.0,1.0
48801749,Rental unit in Shinagawa City,Shinagawa Ku,35.63497,139.71584,231246601,Commu,Entire home/apt,25568,1,60,2.24,154,4.57,1.0,3.0,1.0
49115409,Hotel in Shinjuku City,Shinjuku Ku,35.70117,139.70675,396025101,王掌柜,Private room,33643,1,3,0.11,35,4.33,2.0,2.0,2.0
48812271,Home in Shibuya City,Shibuya Ku,35.6813,139.67455,392744893,柳,Entire home/apt,23557,2,47,1.94,336,4.72,4.0,5.0,1.0
49116585,Rental unit in Suginami City,Suginami Ku,35.69593,139.65919,214640453,Hanako,Entire home/apt,8169,2,6,0.74,135,4.67,1.0,2.0,1.0
49116982,Hotel in Shinjuku City,Shinjuku Ku,35.69899,139.70699,396025101,王掌柜,Private room,33643,1,33,1.34,33,4.58,2.0,2.0,2.0
48817643,Home in Nakano City,Nakano Ku,35.69421,139.67536,393807004,Akimaro,Entire home/apt,23730,1,44,1.67,163,4.5,4.0,8.0,3.0
49117060,Hotel in Shinjuku City,Shinjuku Ku,35.69945,139.7062,396025101,王掌柜,Private room,33643,1,13,0.56,42,4.69,2.0,2.0,2.0
49117088,Hotel in Shinjuku City,Shinjuku Ku,35.69951,139.70619,396025101,王掌柜,Private room,33643,1,10,0.38,41,4.9,2.0,2.0,2.0
48820565,Rental unit in Ota City,Ota Ku,35.55631,139.72705,391035453,Culture Villa Haneda,Entire home/apt,11681,2,49,1.81,141,4.67,1.0,2.0,1.0
49117123,Hotel in Shinjuku City,Shinjuku Ku,35.6991,139.70827,396025101,王掌柜,Private room,33643,1,36,1.37,42,4.86,2.0,2.0,2.0
49117143,Hotel in Shinjuku City,Shinjuku Ku,35.6991,139.70798,396025101,王掌柜,Private room,30857,1,4,0.15,48,4.75,1.0,2.0,1.0
48834061,Rental unit in Taito City,Taito Ku,35.7227,139.79515,256531617,Amazing,Entire home/apt,8000,2,27,1.38,158,4.41,1.0,2.0,1.0
48834090,Rental unit in Ota City,Ota Ku,35.56292,139.72366,256531617,Amazing,Entire home/apt,10114,2,49,1.79,69,4.86,1.0,2.0,1.0
48839856,Rental unit in Ota City,Ota Ku,35.55756,139.72505,391035453,Culture Villa Haneda,Entire home/apt,17000,2,48,2.04,171,4.88,2.0,4.0,1.0
49117182,Hotel in Shinjuku City,Shinjuku Ku,35.70086,139.70791,396025101,王掌柜,Private room,33643,1,11,0.42,37,4.82,2.0,2.0,2.0
48840661,Rental unit in Ota City,Ota Ku,35.55594,139.72534,391035453,Culture Villa Haneda,Entire home/apt,19939,2,51,1.97,158,4.84,2.0,4.0,1.0
49117196,Hotel in Shinjuku City,Shinjuku Ku,35.70053,139.70642,396025101,王掌柜,Private room,33643,1,19,0.72,37,4.79,2.0,2.0,2.0
48841562,Rental unit in Ota City,Ota Ku,35.55611,139.72684,391035453,Culture Villa Haneda,Entire home/apt,19489,2,30,1.2,164,4.9,2.0,4.0,1.0
48842398,Rental unit in Ota City,Ota Ku,35.55616,139.72691,391035453,Culture Villa Haneda,Entire home/apt,16682,2,31,1.22,179,4.81,2.0,4.0,1.0
49117285,Hotel in Shinjuku City,Shinjuku Ku,35.69945,139.70613,396025101,王掌柜,Private room,33643,1,17,0.66,38,4.76,2.0,2.0,2.0
48842988,Rental unit in Ota City,Ota Ku,35.55776,139.72676,391035453,Culture Villa Haneda,Entire home/apt,15191,2,29,1.11,163,4.9,1.0,3.0,1.0
49117305,Hotel in Shinjuku City,Shinjuku Ku,35.70119,139.70615,396025101,王掌柜,Private room,33643,1,12,0.46,41,4.42,2.0,2.0,2.0
49117335,Hotel in Shinjuku City,Shinjuku Ku,35.69923,139.70848,396025101,王掌柜,Private room,33643,1,5,0.19,36,4.6,2.0,2.0,2.0
49118746,Rental unit in Suginami City,Suginami Ku,35.6966,139.64954,214640453,Hanako,Entire home/apt,12650,2,25,0.97,46,4.96,1.0,1.0,1.0
48855418,Home in Toshima City,Toshima Ku,35.72849,139.72516,360979848,淳,Private room,8329,1,105,4.0,10,4.83,1.0,2.0,1.0
49119079,Home in Suginami City,Suginami Ku,35.69642909710303,139.65174065419296,214640453,Hanako,Entire home/apt,10942,2,12,0.46,129,4.92,1.0,1.0,1.0
48860145,Rental unit in Shinjuku City,Shinjuku Ku,35.69349,139.70979,305354548,Tomoyuki,Entire home/apt,26857,1,85,3.32,89,4.46,1.0,4.0,1.0
